1,https://www.amazon.co.jp/gp/bestsellers/gift-cards,Amazonギフト券
2,https://www.amazon.co.jp/gp/bestsellers/instant-video,Amazonビデオ
3,https://www.amazon.co.jp/gp/bestsellers/mobile-apps,Android アプリストア
4,https://www.amazon.co.jp/gp/bestsellers/diy,DIY・工具
5,https://www.amazon.co.jp/gp/bestsellers/dvd,DVD
6,https://www.amazon.co.jp/gp/bestsellers/digital-text,Kindleストア
7,https://www.amazon.co.jp/gp/bestsellers/toys,おもちゃ
8,https://www.amazon.co.jp/gp/bestsellers/videogames,ゲーム
9,https://www.amazon.co.jp/gp/bestsellers/shoes,シューズ＆バッグ
10,https://www.amazon.co.jp/gp/bestsellers/jewelry,ジュエリー
11,https://www.amazon.co.jp/gp/bestsellers/sports,スポーツ&アウトドア
12,https://www.amazon.co.jp/gp/bestsellers/software,ソフトウェア
13,https://www.amazon.co.jp/gp/bestsellers/dmusic,デジタルミュージック
14,https://www.amazon.co.jp/gp/bestsellers/hpc,ドラッグストア
15,https://www.amazon.co.jp/gp/bestsellers/computers,パソコン・周辺機器
16,https://www.amazon.co.jp/gp/bestsellers/beauty,ビューティー
17,https://www.amazon.co.jp/gp/bestsellers/fashion,ファッション
18,https://www.amazon.co.jp/gp/bestsellers/baby,ベビー&マタニティ
19,https://www.amazon.co.jp/gp/bestsellers/pet-supplies,ペット用品
20,https://www.amazon.co.jp/gp/bestsellers/hobby,ホビー
21,https://www.amazon.co.jp/gp/bestsellers/kitchen,ホーム&キッチン
22,https://www.amazon.co.jp/gp/bestsellers/appliances,大型家電
23,https://www.amazon.co.jp/gp/bestsellers/electronics,家電・カメラ
24,https://www.amazon.co.jp/gp/bestsellers/office-products,文房具・オフィス用品
25,https://www.amazon.co.jp/gp/bestsellers/apparel,服＆ファッション小物
26,https://www.amazon.co.jp/gp/bestsellers/books,本
27,https://www.amazon.co.jp/gp/bestsellers/musical-instruments,楽器
28,https://www.amazon.co.jp/gp/bestsellers/english-books,洋書
29,https://www.amazon.co.jp/gp/bestsellers/industrial,産業・研究開発用品
30,https://www.amazon.co.jp/gp/bestsellers/watch,腕時計
31,https://www.amazon.co.jp/gp/bestsellers/automotive,車＆バイク
32,https://www.amazon.co.jp/gp/bestsellers/music,音楽
33,https://www.amazon.co.jp/gp/bestsellers/food-beverage,食品・飲料・お酒
